Problem,Stationary,Selection,Crossover,Mutation,Replacement,BestScore,WorstScore,MeanScore,StdDev
Knapsack,0.3,Tournament,TwoPoint,SinglePoint,RestrictedTournament,176,89,132.3725,16.774151966208713
Knapsack,0.4,Tournament,TwoPoint,SinglePoint,RestrictedTournament,189,89,137.61,19.146568417456134
Knapsack,0.5,Tournament,TwoPoint,SinglePoint,RestrictedTournament,194,89,140.39,19.517242922233557
Knapsack,0.6,Tournament,TwoPoint,SinglePoint,RestrictedTournament,194,89,141.45714285714286,19.13687294173597
Knapsack,0.7,Tournament,TwoPoint,SinglePoint,RestrictedTournament,194,89,141.5,18.59636472475791
Knapsack,0.8,Tournament,TwoPoint,SinglePoint,RestrictedTournament,194,89,141.57,18.234859781054123
Knapsack,0.9,Tournament,TwoPoint,SinglePoint,RestrictedTournament,194,72,138.467,20.2409636037321
Knapsack,1.0,Tournament,TwoPoint,SinglePoint,RestrictedTournament,194,-169,113.74545454545455,80.71890771704302
Knapsack,0.0,Tournament,Uniform,SinglePoint,Random,168,89,122.81,14.744761096673619
Knapsack,0.1,Tournament,Uniform,SinglePoint,Random,168,89,126.215,15.650670671326248
Knapsack,0.2,Tournament,Uniform,SinglePoint,Random,173,89,125.40333333333334,15.283080975463164
Knapsack,0.3,Tournament,Uniform,SinglePoint,Random,173,82,124.685,15.533963920639165
Knapsack,0.4,Tournament,Uniform,SinglePoint,Random,173,82,127.794,16.527003590953527
Knapsack,0.5,Tournament,Uniform,SinglePoint,Random,173,82,129.075,16.775928030031046
Knapsack,0.6,Tournament,Uniform,SinglePoint,Random,173,77,128.78,16.592486708282177
Knapsack,0.7,Tournament,Uniform,SinglePoint,Random,173,77,127.46625,16.756486377882602
Knapsack,0.8,Tournament,Uniform,SinglePoint,Random,173,77,126.3411111111111,16.857522387809357
Knapsack,0.9,Tournament,Uniform,SinglePoint,Random,173,-28,123.524,21.8677301433327
Knapsack,1.0,Tournament,Uniform,SinglePoint,Random,173,-169,100.22,76.79645147435971
Knapsack,0.0,Tournament,Uniform,SinglePoint,Elitism,165,91,122.53,16.216623843725575
Knapsack,0.1,Tournament,Uniform,SinglePoint,Elitism,178,91,124.215,16.291279999438366
Knapsack,0.2,Tournament,Uniform,SinglePoint,Elitism,178,78,122.97,16.133092975719524
Knapsack,0.3,Tournament,Uniform,SinglePoint,Elitism,178,78,122.76,15.682066765739545
Knapsack,0.4,Tournament,Uniform,SinglePoint,Elitism,178,78,125.836,16.665310352293968
Knapsack,0.5,Tournament,Uniform,SinglePoint,Elitism,178,78,125.95166666666667,16.84217212313377
Knapsack,0.6,Tournament,Uniform,SinglePoint,Elitism,178,78,124.89571428571429,16.971379895004652
Knapsack,0.7,Tournament,Uniform,SinglePoint,Elitism,178,75,123.695,17.05536812787903
Knapsack,0.8,Tournament,Uniform,SinglePoint,Elitism,178,74,122.57777777777778,17.14797067533187
Knapsack,0.9,Tournament,Uniform,SinglePoint,Elitism,178,74,121.347,17.322432209642432
Knapsack,1.0,Tournament,Uniform,SinglePoint,Elitism,178,-159,98.78181818181818,73.4983465696035
Knapsack,0.0,Tournament,Uniform,SinglePoint,DeterministCrowding,158,87,116.73,15.504222298809736
Knapsack,0.1,Tournament,Uniform,SinglePoint,DeterministCrowding,158,83,117.49,15.059009557212622
Knapsack,0.2,Tournament,Uniform,SinglePoint,DeterministCrowding,158,83,116.48666666666666,15.005121385096952
