Problem,Stationary,Selection,Crossover,Mutation,Replacement,BestScore,WorstScore,MeanScore,StdDev
Knapsack,0.6,UniversalRandom,OnePoint,SinglePoint,Random,131,56,95.19,14.419189654867235
Knapsack,0.7,UniversalRandom,OnePoint,SinglePoint,Random,118,52,87.57,14.559702932922413
Knapsack,0.8,UniversalRandom,OnePoint,SinglePoint,Random,130,39,84.27,17.997112563021343
Knapsack,0.9,UniversalRandom,OnePoint,SinglePoint,Random,115,42,72.22,14.914287096470941
Knapsack,1.0,UniversalRandom,OnePoint,SinglePoint,Random,-16,-77,-48.92,12.657636334472466
Knapsack,0.0,UniversalRandom,OnePoint,SinglePoint,Elitism,161,70,116.13,18.481033138290343
Knapsack,0.1,UniversalRandom,OnePoint,SinglePoint,Elitism,155,85,120.14,14.978111976609014
Knapsack,0.2,UniversalRandom,OnePoint,SinglePoint,Elitism,154,76,112.67,16.386774046052007
Knapsack,0.3,UniversalRandom,OnePoint,SinglePoint,Elitism,157,82,113.58,14.968100761420615
Knapsack,0.4,UniversalRandom,OnePoint,SinglePoint,Elitism,143,72,103.08,14.628517879591744
Knapsack,0.5,UniversalRandom,OnePoint,SinglePoint,Elitism,144,65,89.4,16.194524576616203
Knapsack,0.6,UniversalRandom,OnePoint,SinglePoint,Elitism,114,32,76.27,16.59916938411149
Knapsack,0.7,UniversalRandom,OnePoint,SinglePoint,Elitism,111,17,70.12,16.452736102318216
Knapsack,0.8,UniversalRandom,OnePoint,SinglePoint,Elitism,120,41,67.06,13.867934091262331
Knapsack,0.9,UniversalRandom,OnePoint,SinglePoint,Elitism,102,39,67.32,15.491203108131199
Knapsack,1.0,UniversalRandom,OnePoint,SinglePoint,Elitism,-11,-84,-49.19,14.798781686136849
Knapsack,0.0,UniversalRandom,OnePoint,SinglePoint,DeterministCrowding,118,36,71.79,16.995718415072794
Knapsack,0.1,UniversalRandom,OnePoint,SinglePoint,DeterministCrowding,114,40,71.02,15.415445488079792
Knapsack,0.2,UniversalRandom,OnePoint,SinglePoint,DeterministCrowding,116,34,70.31,16.28018253688648
Knapsack,0.3,UniversalRandom,OnePoint,SinglePoint,DeterministCrowding,104,49,70.88,14.344449530157382
Knapsack,0.4,UniversalRandom,OnePoint,SinglePoint,DeterministCrowding,103,34,66.72,14.683929234975826
Knapsack,0.5,UniversalRandom,OnePoint,SinglePoint,DeterministCrowding,100,33,65.51,15.036316306888734
Knapsack,0.6,UniversalRandom,OnePoint,SinglePoint,DeterministCrowding,96,32,63.62,13.760417541233657
Knapsack,0.7,UniversalRandom,OnePoint,SinglePoint,DeterministCrowding,101,32,62.05,14.362813235588773
Knapsack,0.8,UniversalRandom,OnePoint,SinglePoint,DeterministCrowding,92,31,60.61,13.110944614590846
Knapsack,0.9,UniversalRandom,OnePoint,SinglePoint,DeterministCrowding,96,25,59.8,13.632996217214536
Knapsack,1.0,UniversalRandom,OnePoint,SinglePoint,DeterministCrowding,-19,-100,-49.38,14.176933890847293
Knapsack,0.0,UniversalRandom,OnePoint,SinglePoint,RestrictedTournament,131,54,89.42,16.93193742755108
Knapsack,0.1,UniversalRandom,OnePoint,SinglePoint,RestrictedTournament,136,55,87.19,18.45753794715609
Knapsack,0.2,UniversalRandom,OnePoint,SinglePoint,RestrictedTournament,128,44,83.94,17.00850648732254
Knapsack,0.3,UniversalRandom,OnePoint,SinglePoint,RestrictedTournament,123,56,88.15,16.88067151232648
Knapsack,0.4,UniversalRandom,OnePoint,SinglePoint,RestrictedTournament,127,44,82.64,15.415144068955913
Knapsack,0.5,UniversalRandom,OnePoint,SinglePoint,RestrictedTournament,115,49,82.18,16.273781355172485
Knapsack,0.6,UniversalRandom,OnePoint,SinglePoint,RestrictedTournament,114,42,76.44,15.038885623877881
Knapsack,0.7,UniversalRandom,OnePoint,SinglePoint,RestrictedTournament,110,24,72.43,14.481792818305447
Knapsack,0.8,UniversalRandom,OnePoint,SinglePoint,RestrictedTournament,118,38,75.92,15.88130213728577
Knapsack,0.9,UniversalRandom,OnePoint,SinglePoint,RestrictedTournament,113,38,71.95,15.212551303831885
Knapsack,1.0,UniversalRandom,OnePoint,SinglePoint,RestrictedTournament,-10,-82,-48.96,14.324465191772537
Knapsack,0.0,UniversalRandom,TwoPoint,SinglePoint,Random,153,84,116.27,14.65209675759546
Knapsack,0.1,UniversalRandom,TwoPoint,SinglePoint,Random,158,79,116.26,14.337645581059702
Knapsack,0.2,UniversalRandom,TwoPoint,SinglePoint,Random,160,84,113.64,14.995972523287442
Knapsack,0.3,UniversalRandom,TwoPoint,SinglePoint,Random,146,63,112.97,14.624909565463296
Knapsack,0.4,UniversalRandom,TwoPoint,SinglePoint,Random,152,73,110.16,16.35386464689276
Knapsack,0.5,UniversalRandom,TwoPoint,SinglePoint,Random,136,69,107.06,13.69200902392016
Knapsack,0.6,UniversalRandom,TwoPoint,SinglePoint,Random,133,60,97.22,15.872967936435552
Knapsack,0.7,UniversalRandom,TwoPoint,SinglePoint,Random,136,54,89.85,17.214261764037634
Knapsack,0.8,UniversalRandom,TwoPoint,SinglePoint,Random,121,44,85.42,14.2942949699126
Knapsack,0.9,UniversalRandom,TwoPoint,SinglePoint,Random,114,39,75,16.075579069639836
Knapsack,1.0,UniversalRandom,TwoPoint,SinglePoint,Random,-13,-78,-49.48,13.88733890341061
Knapsack,0.0,UniversalRandom,TwoPoint,SinglePoint,Elitism,153,85,118.69,13.859828587859537
Knapsack,0.1,UniversalRandom,TwoPoint,SinglePoint,Elitism,147,76,116.64,15.872929754456138
Knapsack,0.2,UniversalRandom,TwoPoint,SinglePoint,Elitism,151,76,112.62,14.208960041274853
Knapsack,0.3,UniversalRandom,TwoPoint,SinglePoint,Elitism,161,85,116.18,15.138004885690581
Knapsack,0.4,UniversalRandom,TwoPoint,SinglePoint,Elitism,144,72,104.22,14.820529032665494
Knapsack,0.5,UniversalRandom,TwoPoint,SinglePoint,Elitism,132,50,87.59,16.900836749353058
Knapsack,0.6,UniversalRandom,TwoPoint,SinglePoint,Elitism,119,42,78.88,16.461329033080943
Knapsack,0.7,UniversalRandom,TwoPoint,SinglePoint,Elitism,112,44,71.25,13.965596256081541
Knapsack,0.8,UniversalRandom,TwoPoint,SinglePoint,Elitism,106,45,69.99,13.893167421797703
Knapsack,0.9,UniversalRandom,TwoPoint,SinglePoint,Elitism,113,38,66.91,14.880055799830208
Knapsack,1.0,UniversalRandom,TwoPoint,SinglePoint,Elitism,-9,-79,-49.67,14.602514658216727
